0m 6s  50,881
0m 6s  60,881
0m 6s  70,880
0m 6s  80,879
0m 6s  90,877
0m 6s 100,876
0m 6s 110,876
0m 6s 120,877
0m 6s 130,879
0m 6s 140,880
0m 6s 150,882
0m 6s 160,883
0m 6s 170,883
0m 6s 180,882
0m 6s 190,880
0m 6s 200,879
0m 6s 210,879
0m 6s 220,880
0m 6s 230,882
0m 6s 240,883
0m 6s 250,884
0m 6s 260,885
0m 6s 270,885
0m 6s 280,885
0m 6s 290,885
0m 6s 300,884
0m 6s 310,881
0m 6s 320,881
0m 6s 330,881
0m 6s 340,879
0m 6s 350,878
0m 6s 360,879
0m 6s 370,877
0m 6s 380,877
0m 6s 390,878
0m 6s 400,880
0m 6s 410,881
0m 6s 420,883
0m 6s 430,884
0m 6s 440,884
0m 6s 450,884
0m 6s 460,884
0m 6s 470,883
0m 6s 480,881
0m 6s 490,880
0m 6s 500,880
0m 6s 510,881
0m 6s 520,880
0m 6s 530,880
0m 6s 540,881
0m 6s 550,880
0m 6s 560,880
0m 6s 570,881
0m 6s 580,881
0m 6s 590,881
0m 6s 600,882
0m 6s 610,883
0m 6s 620,884
0m 6s 630,887
0m 6s 640,887
0m 6s 650,885
0m 6s 660,883
0m 6s 670,880
0m 6s 680,878
0m 6s 690,879
0m 6s 700,881
0m 6s 710,883
0m 6s 720,884
0m 6s 730,884
0m 6s 740,884
0m 6s 750,884
0m 6s 760,883
0m 6s 770,882
0m 6s 780,882
0m 6s 790,882
0m 6s 800,883
0m 6s 810,885
0m 6s 820,886
0m 6s 830,887
0m 6s 840,886
0m 6s 850,884
0m 6s 860,883
0m 6s 870,882
0m 6s 880,882
0m 6s 890,885
0m 6s 900,884
0m 6s 910,883
0m 6s 920,883
0m 6s 930,883
0m 6s 940,881
0m 6s 950,883
0m 6s 960,884
0m 6s 970,883
0m 6s 980,882
0m 6s 990,881
0m 7s   0,882
0m 7s  10,883
0m 7s  20,882
0m 7s  30,881
0m 7s  40,881
0m 7s  50,880
0m 7s  60,878
0m 7s  70,878
0m 7s  80,880
0m 7s  90,881
0m 7s 100,883
0m 7s 110,885
0m 7s 120,884
0m 7s 130,882
0m 7s 140,881
0m 7s 150,880
0m 7s 160,879
0m 7s 170,881
0m 7s 180,882
0m 7s 190,882
0m 7s 200,883
0m 7s 210,884
0m 7s 220,882
0m 7s 230,882
0m 7s 240,881
0m 7s 250,879
0m 7s 260,879
0m 7s 270,881
0m 7s 280,883
0m 7s 290,885
0m 7s 300,887
0m 7s 310,887
0m 7s 320,886
0m 7s 330,885
0m 7s 340,884
0m 7s 350,884
0m 7s 360,883
0m 7s 370,884
0m 7s 380,885
0m 7s 390,887
0m 7s 400,887
0m 7s 410,887
0m 7s 420,886
0m 7s 430,884
0m 7s 440,882
0m 7s 450,881
0m 7s 460,880
0m 7s 470,879
0m 7s 480,879
0m 7s 490,878
0m 7s 500,880
0m 7s 510,881
0m 7s 520,881
0m 7s 530,881
0m 7s 540,884
0m 7s 550,885
0m 7s 560,885
0m 7s 570,888
0m 7s 580,888
0m 7s 590,887
0m 7s 600,886
0m 7s 610,885
0m 7s 620,885
0m 7s 630,887
0m 7s 640,886
0m 7s 650,885
0m 7s 660,885
0m 7s 670,883
0m 7s 680,883
0m 7s 690,885
0m 7s 700,884
0m 7s 710,882
0m 7s 720,882
0m 7s 730,880
0m 7s 740,880
0m 7s 750,882
0m 7s 760,884
0m 7s 770,885
0m 7s 780,886
0m 7s 790,886
0m 7s 800,885
0m 7s 810,885
0m 7s 820,883
0m 7s 830,881
0m 7s 840,881
0m 7s 850,881
0m 7s 860,882
0m 7s 870,884
0m 7s 880,886
0m 7s 890,886
0m 7s 900,885
0m 7s 910,884
0m 7s 920,884
0m 7s 930,884
0m 7s 940,881
0m 7s 950,880
0m 7s 960,882
0m 7s 970,882
0m 7s 980,882
0m 7s 990,884
0m 8s   0,884
0m 8s  10,882
0m 8s  20,882
0m 8s  30,883
0m 8s  40,882
0m 8s  50,882
0m 8s  60,883
0m 8s  70,881
0m 8s  80,881
0m 8s  90,883
0m 8s 100,885
0m 8s 110,886
0m 8s 120,888
0m 8s 130,887
0m 8s 140,885
0m 8s 150,883
0m 8s 160,882
0m 8s 170,880
0m 8s 180,880
0m 8s 190,882
0m 8s 200,882
0m 8s 210,881
0m 8s 220,883
0m 8s 230,884
0m 8s 240,882
0m 8s 250,882
0m 8s 260,883
0m 8s 270,880
0m 8s 280,879
0m 8s 290,881
0m 8s 300,882
0m 8s 310,882
0m 8s 320,885
0m 8s 330,886
0m 8s 340,885
0m 8s 350,885
0m 8s 360,886
0m 8s 370,884
0m 8s 380,883
0m 8s 390,882
0m 8s 400,882
0m 8s 410,881
0m 8s 420,882
0m 8s 430,883
0m 8s 440,884
0m 8s 450,886
0m 8s 460,887
0m 8s 470,887
0m 8s 480,885
0m 8s 490,883
0m 8s 500,882
0m 8s 510,882
0m 8s 520,881
0m 8s 530,882
0m 8s 540,882
0m 8s 550,880
0m 8s 560,879
0m 8s 570,879
0m 8s 580,880
0m 8s 590,881
0m 8s 600,884
0m 8s 610,885
0m 8s 620,884
0m 8s 630,884
0m 8s 640,885
0m 8s 650,885
0m 8s 660,884
0m 8s 670,884
0m 8s 680,885
0m 8s 690,883
0m 8s 700,883
0m 8s 710,884
0m 8s 720,884
0m 8s 730,884
0m 8s 740,884
0m 8s 750,884
0m 8s 760,884
0m 8s 770,885
0m 8s 780,885
0m 8s 790,885
0m 8s 800,885
0m 8s 810,885
0m 8s 820,883
0m 8s 830,882
0m 8s 840,882
0m 8s 850,881
0m 8s 860,881
0m 8s 870,883
0m 8s 880,884
0m 8s 890,885
0m 8s 900,885
0m 8s 910,884
0m 8s 920,882
0m 8s 930,881
0m 8s 940,880
0m 8s 950,880
0m 8s 960,881
0m 8s 970,883
0m 8s 980,884
0m 8s 990,885
0m 9s   0,884
0m 9s  10,882
0m 9s  20,880
0m 9s  30,880
0m 9s  40,879
0m 9s  50,879
0m 9s  60,880
0m 9s  70,882
0m 9s  80,883
0m 9s  90,884
0m 9s 100,887
0m 9s 110,887
0m 9s 120,885
0m 9s 130,884
0m 9s 140,884
0m 9s 150,883
0m 9s 160,882
0m 9s 170,884
0m 9s 180,885
0m 9s 190,886
0m 9s 200,886
0m 9s 210,885
0m 9s 220,884
0m 9s 230,884
0m 9s 240,884
0m 9s 250,885
0m 9s 260,884
0m 9s 270,882
0m 9s 280,883
0m 9s 290,884
0m 9s 300,884
0m 9s 310,885
0m 9s 320,887
0m 9s 330,885
0m 9s 340,884
0m 9s 350,884
0m 9s 360,884
0m 9s 370,884
0m 9s 380,885
0m 9s 390,885
0m 9s 400,884
0m 9s 410,883
0m 9s 420,882
0m 9s 430,881
0m 9s 440,879
0m 9s 450,879
0m 9s 460,880
0m 9s 470,881
0m 9s 480,883
0m 9s 490,885
0m 9s 500,885
0m 9s 510,884
0m 9s 520,882
0m 9s 530,880
0m 9s 540,879
0m 9s 550,881
0m 9s 560,883
0m 9s 570,885
0m 9s 580,888
0m 9s 590,888
0m 9s 600,887
0m 9s 610,885
0m 9s 620,884
0m 9s 630,881
0m 9s 640,881
0m 9s 650,882
0m 9s 660,883
0m 9s 670,884
0m 9s 680,885
0m 9s 690,884
0m 9s 700,884
0m 9s 710,884
0m 9s 720,884
0m 9s 730,883
0m 9s 740,883
0m 9s 750,882
0m 9s 760,882
0m 9s 770,882
0m 9s 780,882
0m 9s 790,881
0m 9s 800,882
0m 9s 810,884
0m 9s 820,884
0m 9s 830,884
0m 9s 840,884
0m 9s 850,883
0m 9s 860,881
0m 9s 870,880
0m 9s 880,881
0m 9s 890,883
0m 9s 900,885
0m 9s 910,888
0m 9s 920,889
0m 9s 930,887
0m 9s 940,886
0m 9s 950,886
0m 9s 960,884
0m 9s 970,885
0m 9s 980,884
0m 9s 990,883
0m 10s   0,882
0m 10s  10,881
0m 10s  20,881
0m 10s  30,881
0m 10s  40,881
0m 10s  50,880
0m 10s  60,881
0m 10s  70,881
0m 10s  80,882
0m 10s  90,883
0m 10s 100,885
0m 10s 110,885
0m 10s 120,885
0m 10s 130,884
0m 10s 140,883
0m 10s 150,882
0m 10s 160,881
0m 10s 170,880
0m 10s 180,882
0m 10s 190,885
0m 10s 200,884
0m 10s 210,884
0m 10s 220,765
0m 10s 230,643
0m 10s 240,521
0m 10s 250,403
0m 10s 260,283
0m 10s 270,283
0m 10s 280,283
0m 10s 290,284
0m 10s 300,284
0m 10s 310,284
0m 10s 320,285
0m 10s 330,284
0m 10s 340,284
0m 10s 350,283
0m 10s 360,283
0m 10s 370,283
0m 10s 380,283
0m 10s 390,284
0m 10s 400,284
0m 10s 410,284
0m 10s 420,284
0m 10s 430,284
0m 10s 440,284
0m 10s 450,284
0m 10s 460,284
0m 10s 470,284
0m 10s 480,285
0m 10s 490,284
0m 10s 500,284
0m 10s 510,284
0m 10s 520,284
0m 10s 530,284
0m 10s 540,284
0m 10s 550,284
0m 10s 560,283
0m 10s 570,283
0m 10s 580,284
0m 10s 590,284
0m 10s 600,284
0m 10s 610,285
0m 10s 620,285
0m 10s 630,285
0m 10s 640,285
0m 10s 650,285
0m 10s 660,285
0m 10s 670,285
0m 10s 680,285
0m 10s 690,285
0m 10s 700,284
0m 10s 710,284
0m 10s 720,284
0m 10s 730,284
0m 10s 740,284
0m 10s 750,284
0m 10s 760,284
0m 10s 770,285
0m 10s 780,285
0m 10s 790,285
0m 10s 800,285
0m 10s 810,284
0m 10s 820,283
0m 10s 830,283
0m 10s 840,283
0m 10s 850,284
0m 10s 860,284
0m 10s 870,285
0m 10s 880,285
0m 10s 890,285
0m 10s 900,285
0m 10s 910,284
0m 10s 920,284
0m 10s 930,285
0m 10s 940,285
0m 10s 950,285
0m 10s 960,286
0m 10s 970,285
0m 10s 980,285
0m 10s 990,285
0m 11s   0,285
0m 11s  10,284
0m 11s  20,284
0m 11s  30,284
0m 11s  40,284
0m 11s  50,284
0m 11s  60,285
0m 11s  70,285
0m 11s  80,284
0m 11s  90,284
0m 11s 100,284
0m 11s 110,284
0m 11s 120,284
0m 11s 130,284
0m 11s 140,285
0m 11s 150,285
0m 11s 160,284
0m 11s 170,284
0m 11s 180,283
0m 11s 190,283
0m 11s 200,283
0m 11s 210,283
0m 11s 220,284
0m 11s 230,284
0m 11s 240,285
0m 11s 250,286
0m 11s 260,286
0m 11s 270,286
0m 11s 280,286
0m 11s 290,285
0m 11s 300,284
0m 11s 310,283
0m 11s 320,283
0m 11s 330,284
0m 11s 340,284
0m 11s 350,285
0m 11s 360,286
0m 11s 370,286
0m 11s 380,285
0m 11s 390,285
0m 11s 400,285
0m 11s 410,284
0m 11s 420,284
0m 11s 430,284
0m 11s 440,285
0m 11s 450,285
0m 11s 460,285
0m 11s 470,285
0m 11s 480,285
0m 11s 490,285
0m 11s 500,285
0m 11s 510,285
0m 11s 520,285
0m 11s 530,285
0m 11s 540,285
0m 11s 550,285
0m 11s 560,284
0m 11s 570,284
0m 11s 580,285
0m 11s 590,285
0m 11s 600,284
0m 11s 610,285
0m 11s 620,285
0m 11s 630,284
0m 11s 640,284
0m 11s 650,285
0m 11s 660,285
0m 11s 670,285
0m 11s 680,285
0m 11s 690,284
0m 11s 700,284
0m 11s 710,284
0m 11s 720,283
0m 11s 730,284
0m 11s 740,284
0m 11s 750,284
0m 11s 760,283
0m 11s 770,283
0m 11s 780,283
0m 11s 790,283
0m 11s 800,284
0m 11s 810,285
0m 11s 820,285
0m 11s 830,284
0m 11s 840,284
0m 11s 850,283
0m 11s 860,283
0m 11s 870,284
0m 11s 880,284
0m 11s 890,285
0m 11s 900,285
0m 11s 910,284
0m 11s 920,284
0m 11s 930,285
0m 11s 940,285
0m 11s 950,285
0m 11s 960,285
0m 11s 970,285
0m 11s 980,285
0m 11s 990,284
0m 12s   0,284
0m 12s  10,284
0m 12s  20,284
0m 12s  30,284
0m 12s  40,283
0m 12s  50,283
0m 12s  60,284
0m 12s  70,283
0m 12s  80,284
0m 12s  90,284
0m 12s 100,284
0m 12s 110,284
0m 12s 120,285
0m 12s 130,284
0m 12s 140,284
0m 12s 150,284
0m 12s 160,284
0m 12s 170,284
0m 12s 180,285
0m 12s 190,285
0m 12s 200,285
0m 12s 210,285
0m 12s 220,284
0m 12s 230,283
0m 12s 240,283
0m 12s 250,283
0m 12s 260,283
0m 12s 270,283
0m 12s 280,284
0m 12s 290,285
0m 12s 300,285
0m 12s 310,286
0m 12s 320,286
0m 12s 330,285
0m 12s 340,285
0m 12s 350,284
0m 12s 360,283
0m 12s 370,283
0m 12s 380,283
0m 12s 390,284
0m 12s 400,284
0m 12s 410,284
0m 12s 420,284
0m 12s 430,284
0m 12s 440,284
0m 12s 450,284
0m 12s 460,284
0m 12s 470,284
0m 12s 480,284
0m 12s 490,285
0m 12s 500,285
0m 12s 510,285
0m 12s 520,285
0m 12s 530,285
0m 12s 540,284
0m 12s 550,284
0m 12s 560,283
0m 12s 570,283
0m 12s 580,283
0m 12s 590,284
0m 12s 600,284
0m 12s 610,285
0m 12s 620,285
0m 12s 630,284
0m 12s 640,284
0m 12s 650,283
0m 12s 660,283
0m 12s 670,282
0m 12s 680,282
0m 12s 690,282
0m 12s 700,282
0m 12s 710,283
0m 12s 720,283
0m 12s 730,284
0m 12s 740,285
0m 12s 750,284
0m 12s 760,284
0m 12s 770,284
0m 12s 780,284
0m 12s 790,285
0m 12s 800,285
0m 12s 810,285
0m 12s 820,285
0m 12s 830,285
0m 12s 840,284
0m 12s 850,284
0m 12s 860,284
0m 12s 870,284
0m 12s 880,283
0m 12s 890,283
0m 12s 900,283
0m 12s 910,283
0m 12s 920,283
0m 12s 930,283
0m 12s 940,283
0m 12s 950,282
0m 12s 960,283
0m 12s 970,284
0m 12s 980,284
0m 12s 990,285
0m 13s   0,285
0m 13s  10,285
0m 13s  20,284
0m 13s  30,283
0m 13s  40,283
0m 13s  50,283
0m 13s  60,283
0m 13s  70,283
0m 13s  80,284
0m 13s  90,283
0m 13s 100,283
0m 13s 110,283
0m 13s 120,284
0m 13s 130,284
0m 13s 140,284
0m 13s 150,285
0m 13s 160,285
0m 13s 170,285
0m 13s 180,285
0m 13s 190,285
0m 13s 200,285
0m 13s 210,285
0m 13s 220,285
0m 13s 230,284
0m 13s 240,284
0m 13s 250,284
0m 13s 260,284
0m 13s 270,284
0m 13s 280,284
0m 13s 290,284
0m 13s 300,285
0m 13s 310,284
0m 13s 320,284
0m 13s 330,284
0m 13s 340,285
0m 13s 350,286
0m 13s 360,286
0m 13s 370,286
0m 13s 380,286
0m 13s 390,286
0m 13s 400,285
0m 13s 410,285
0m 13s 420,284
0m 13s 430,284
0m 13s 440,284
0m 13s 450,284
0m 13s 460,283
0m 13s 470,284
0m 13s 480,284
0m 13s 490,284
0m 13s 500,284
0m 13s 510,283
0m 13s 520,283
0m 13s 530,282
0m 13s 540,283
0m 13s 550,284
0m 13s 560,284
0m 13s 570,285
0m 13s 580,286
0m 13s 590,286
0m 13s 600,285
0m 13s 610,285
0m 13s 620,285
0m 13s 630,285
0m 13s 640,284
0m 13s 650,284
0m 13s 660,284
0m 13s 670,284
0m 13s 680,285
0m 13s 690,285
0m 13s 700,285
0m 13s 710,285
0m 13s 720,286
0m 13s 730,286
0m 13s 740,285
0m 13s 750,285
0m 13s 760,285
0m 13s 770,285
0m 13s 780,284
0m 13s 790,284
0m 13s 800,285
0m 13s 810,285
0m 13s 820,284
0m 13s 830,284
0m 13s 840,284
0m 13s 850,283
0m 13s 860,283
0m 13s 870,283
0m 13s 880,283
0m 13s 890,283
0m 13s 900,283
0m 13s 910,284
0m 13s 920,284
0m 13s 930,284
0m 13s 940,284
0m 13s 950,284
0m 13s 960,284
0m 13s 970,283
0m 13s 980,283
